county,listing_id,status,address,city,state,zip,lat,lon,price,price_per_sqft,beds,baths,sqft,lot_sqft,year_built,garage,property_type,description,url,list_date,last_update,days_on_market,adu_keywords,lot_utilization,remaining_lot_sqft,price_per_bedroom
"Los Angeles County, CA",2985584231,for_sale,3016 S 9th Ave,Arcadia,CA,91006,34.109201,-118.013323,1275000,0,5,3,2375.0,6009.0,1947.0,0,single_family,"Welcome to 3016 S 9th Avenue, a charming Arcadia home that blends modern updates with an extraordinary outdoor lifestyle. Recently refreshed with new flooring and a roof replaced just last year, this residence offers comfort, peace of mind, and move-in readiness. Inside, natural light fills the inviting layout, creating a warm and versatile living environment. Large windows frame the space beautifully, while thoughtful updates make it easy to envision your own finishing touches. Step into the backyard and discover a flourishing garden with an impressive variety of fruit trees and plants, including star fruit, mango, guava, tamarind, avocado, tomatoes, eggplant, chilies, and fresh minta dream for anyone who enjoys farm-to-table living. One of the propertys standout features is the fully permitted rear area with its own private entrance. This flexible space can accommodate a kitchen if desired and be converted into an attached ADUperfect for extended family, guests, or rental income potential. A carport tucked behind the garage provides additional parking or storage, adding even more practicality. Situated in a desirable Arcadia neighborhood close to schools, shopping, dining, and major freeways, this home offers both everyday convenience and a unique lifestyle. With its combination of modern upgrades, lush outdoor living, and ADU potential, 3016 S 9th Avenue is a rare opportunity to enjoy comfort, flexibility, and value in one property.",https://www.realtor.com/realestateandhomes-detail/3016-S-9th-Ave_Arcadia_CA_91006_M20208-44281,2025-08-21 22:58:29+00:00,,0,ADU,0.39524047262439677,3634.0,255000.0
"Los Angeles County, CA",2985583950,for_sale,1225 California Ave,Santa Monica,CA,90403,34.027367,-118.491907,2849000,0,3,2,1643.0,4999.0,1922.0,0,single_family,"Charming Santa Monica bungalow, meticulously rebuilt from the ground up while preserving its original footprint and timeless character filled with Love! Featuring soaring ceilings, custom-built cabinetry throughout, and restored front windows complemented by custom wood windows to match. The living room centers around a stunning fireplace with handmade Moroccan Zellige tiles, while the chef's kitchen boasts high-end stainless steel appliances, granite countertops, and handcrafted cabinetry. French doors in the kitchen and primary suite open to a lush, private backyard with mature orange and persimmon trees and blooming rose vines. All bathrooms are elegantly finished with Porcelanosa tiles from Spain. The detached garage has been transformed into a fully permitted ADU with its own designer kitchen and bathroom, perfect for office, guests or rental income. Ideally located north of Wilshire, just moments from Montana Avenue, Ocean Avenue, and easy freeway access",https://www.realtor.com/realestateandhomes-detail/1225-California-Ave_Santa-Monica_CA_90403_M11779-28556,2025-08-21 22:46:00+00:00,,0,ADU,0.32866573314662934,3356.0,949666.6666666666
"Los Angeles County, CA",2985583836,for_sale,2718 S Griset Pl,Santa Ana,CA,92704,33.710831,-117.901661,1275000,0,4,3,2259.0,6050.0,1976.0,0,single_family,"Discover 2718 S Griset Placea home where thoughtful design meets everyday convenience in the sought-after South Coast Metro area. This spacious and tastefully updated two-story residence spans over approximately 2, 300 square feet, offering 4 bedrooms, 2.5 bathrooms, and an attached two-car garage with built-in storage and an extra-wide driveway. Perfect for both comfortable living and hobbyists, the property includes roughly 50 feet of secure parkingideal for storing an RV, boat, or UTV. At the rear, an additional detached RV compatible garage/ADU-ready structure awaits making it a versatile space for a workshop, creative studio, home office, extra living space or private guest quarters. Inside, recent updates blend modern style with efficiency. The primary suite boasts a brand-new and spa-style master bathroom, while the secondary bath has been tastefully updated. Other features include newer carpeting, recessed lighting, updated electrical sub-panels, a water softening system, newer HVAC, dual-pane windows, skylights, plantation shutters throughout, and energy efficient solar panels. The kitchen features warm wood cabinetry, stainless steel appliances, and opens to an enclosed patio with direct access to the backyard. Additional highlights include a gas fireplace insert, tankless water heaters, sprinkler system, and both gas and electric dryer/range hookups A privacy block wall wraps the backyard, creating the perfect spot for gatherings or quiet relaxation. Situated near the 405 and 55 freeways, this property offers an unbeatable combination of upgraded features, adaptable spaces, and a prime locationmaking it a rare opportunity in todays market. Buyer to cooperate with Seller tax-deferred exchange.",https://www.realtor.com/realestateandhomes-detail/2718-S-Griset-Pl_Santa-Ana_CA_92704_M24906-72984,2025-08-21 22:42:55+00:00,,0,ADU,0.3733884297520661,3791.0,318750.0
"Los Angeles County, CA",2985583733,for_sale,4321 Apricot Rd,Simi Valley,CA,93063,34.281045,-118.710653,949000,0,3,2,1367.0,10018.0,1947.0,0,single_family,"Charming Simi Valley home with ADU potential! This 3-bed, 2-bath property features a detached 2-car garage, RV/boat parking, and a spacious lot perfect for expansion. Ideal for investors or homeowners seeking flexibility and value-add opportunities.",https://www.realtor.com/realestateandhomes-detail/4321-Apricot-Rd_Simi-Valley_CA_93063_M23912-68147,2025-08-21 22:38:42+00:00,,0,ADU,0.13645438211219804,8651.0,316333.3333333333
"Los Angeles County, CA",2985582329,for_sale,267 S Roosevelt Ave,Pasadena,CA,91107,34.141326,-118.103236,1399000,0,3,2,1528.0,4886.0,1925.0,0,single_family,"Nestled in Pasadena's highly coveted CalTech neighborhood, this enchanting English cottage feels like it's been lifted straight from the pages of a storybook. Beyond the charming white picket fence and lush front garden, a welcoming patio and classic red door set the stage for the warmth within. Inside, sunlight pours into the inviting living room, accented by a cozy fireplace and timeless shutters throughout. The bright, airy kitchen features a central island and French doors that open to a dreamy backyard, an ideal setting for al fresco dining. The formal dining room also boasts French doors with shutters, offering a seamless connection to the front patio. The home offers three spacious bedrooms, each adorned with white shutters. The largest bedroom enjoys its own set of French doors leading to a deck overlooking the picturesque backyard. In addition to the main home's three bedrooms and one bath, a detached studio ADU with a loft provides a versatile space perfect for guests, a home office, or creative retreat. The backyard is a true sanctuary, perfect for intimate dinners or lively gatherings beneath the soft glow of tea lights strung through the trees. All of this, just moments from Rosebud Coffee, Jameson Brown Coffee Roasters, Pasadena Plaza, The Huntington Gardens, and so much more. This rare offering is not to be missed.",https://www.realtor.com/realestateandhomes-detail/267-S-Roosevelt-Ave_Pasadena_CA_91107_M25807-10834,2025-08-21 22:00:47+00:00,,0,ADU,0.3127302496930004,3358.0,466333.3333333333
"Los Angeles County, CA",2985582177,for_sale,6847 Katherine Ave,Van Nuys,CA,91405,34.19529,-118.44356,999000,0,3,2,2183.0,7923.0,1974.0,0,single_family,"Welcome to your next great opportunity in Van Nuysa 3 bedroom, 2 bathroom pool home with an expansive ~2, 183 sq ft layout and an easy, everyday flow. As you enter, a wide living room with fireplace spills into a dedicated dining area and an airy family room, all oriented to the backyard for seamless indoor/outdoor living. The kitchen and baths are ready for a refresh, making this the ideal canvas to design exactly what you want without paying for someone elses choices. The primary suite is set apart for privacy, while two additional bedrooms offer flexible space for guests, an office, or a creative studio. Outside, a sparkling pool anchors the yardperfect for relaxing weekends and evening gatherings. A detached two-car garage adds storage and potential for a workshop or an ADU conversion (buyer to verify). With solid bones, a great floor plan, and room to add value, this home is smartly priced to sell and ready for its next chapter.",https://www.realtor.com/realestateandhomes-detail/6847-Katherine-Ave_Van-Nuys_CA_91405_M26886-36855,2025-08-21 21:53:32+00:00,,0,ADU,0.2755269468635618,5740.0,333000.0
"Los Angeles County, CA",2985581924,for_sale,243 E Forest Ave,Arcadia,CA,91006,34.148571,-118.023521,1195000,0,2,1,912.0,7262.0,1940.0,0,single_family,"Charming Arcadia Opportunity with ADU Potential First Time on Market in Nearly 50 Years! Welcome to 243 E. Forest Ave, a rare find nestled in one of Arcadias most desirable neighborhoods with access to top-rated schools. This classic home, available for the first time in nearly five decades, exudes timeless character with original hardwood floors, beautifully plastered walls, elegant coved ceilings, and a dedicated laundry room. Thoughtful upgrades include newer HVAC, dual-pane windows, roof, and water heater, offering energy saving, comfort and peace of mind. This home also features a brand-new concrete driveway, showcasing excellent curb appeal, designed for both style and durability. The expansive backyard offers alley access and is ready for expansion. Included in the sale are previously approved design documents for an 800 SF, 2-bedroom, 2-bathroom ADU. The buyer may resubmit the plans and pay the applicable fees to obtain a new permit through the City of Arcadia. A separate water service line has already been installed, and all remaining utilities are conveniently located in the alley next to the proposed ADU sitemaking this an ideal setup for future development or multi-generational living. Dont miss this opportunity to own a well-maintained home with vintage charm and modern growth potential in a premier Arcadia location!",https://www.realtor.com/realestateandhomes-detail/243-E-Forest-Ave_Arcadia_CA_91006_M28956-37090,2025-08-21 21:48:22+00:00,,0,ADU,0.12558523822638393,6350.0,597500.0
"Los Angeles County, CA",2985581920,for_sale,9819 Vanalden Ave,Northridge,CA,91324,34.248899,-118.549486,1500000,0,5,3,3071.0,15712.0,1960.0,0,single_family,"Your California dream: poolside summers, dinners under the palms, and top schools nearby. This light-filled, spacious single-story Northridge ranch home offers over 3, 000 sq. ft. of living space with 5 bedrooms and 3 bathrooms. The backyard is a true oasis, featuring a gated Pebble Tec pool and spa, a lush lawn for kids and pets, and shaded patios designed for entertaining or relaxing under the California sun. Inside, the primary suite is your private retreat with two walk-in closets, a spa-like bath, and a quiet porch perfect for morning coffee or evening unwinding. A separate guest room at the other end of the house provides privacy for visitors or an older child. At the heart of the home, the chefs kitchen boasts a WOLF range, Sub-Zero fridge, granite counters, and a sunny breakfast nook. It flows seamlessly into the vaulted family room with fireplaceideal for gatherings, holidays, or cozy nights in. Custom wood French doors, warm wood accents, hardwood floors, skylights, dual A/C units, and a versatile garage with an office and ADU potential add both charm and function. All this just steps from award-winning schools and minutes from parks, shops, and entertainment.",https://www.realtor.com/realestateandhomes-detail/9819-Vanalden-Ave_Northridge_CA_91324_M26273-03411,2025-08-21 21:48:22+00:00,,0,ADU,0.19545570264765785,12641.0,300000.0
"Los Angeles County, CA",2985581509,for_sale,7672 Sunside Dr,San Gabriel,CA,91770,34.045924,-118.100248,829000,0,2,2,1071.0,6571.0,1959.0,0,single_family,"Welcome to this unique Mid-Century Home in Rosemead! This Single-story residence located on a peaceful Cul-De-Sac featuring 2 bedrooms and 1-3/4 bathrooms. Both bathrooms have been freshly updated with care in quality materials and aesthetics. The roomy laundry area includes a new utility sink and trendy accent wall. This property presents an excellent opportunity for investors with a big lot 6, 571sqft., and 2 storages in the backyard can be converted to an ADU (2beds/2baths) ... A long driveway provides plenty of parking... Being sold in its current condition. It is conveniently located near schools, parks, and major freeways, and is a short drive to Costco and Home Depot at Monterey Park. Buyer to verify all information.",https://www.realtor.com/realestateandhomes-detail/7672-Sunside-Dr_Rosemead_CA_91770_M13089-36014,2025-08-21 21:43:15+00:00,,0,ADU,0.1629888905798204,5500.0,414500.0
"Los Angeles County, CA",2985579117,for_sale,9307 San Miguel Ave,South Gate,CA,90280,33.949309,-118.200345,720000,0,2,1,1038.0,4689.0,1926.0,0,single_family,"Charming South Gate gem with ADU potential! This well-maintained 3-bed, 2-bath home features a spacious layout, upgraded kitchen, and a 2-car garage with extended driveway. Nestled on a quiet street near schools and freeways, its perfect for families or investors seeking value and versatility.",https://www.realtor.com/realestateandhomes-detail/9307-San-Miguel-Ave_South-Gate_CA_90280_M29736-37857,2025-08-21 20:59:12+00:00,,0,ADU,0.22136916186820219,3651.0,360000.0
"Los Angeles County, CA",2985578426,for_sale,11542 Encino Ave,Granada Hills,CA,91344,34.280421,-118.514668,1800000,0,5,3,2264.0,17887.0,1964.0,0,single_family,"Wonderful development opportunity on a quiet cul-de-sac on a prime 18, 000 sf lot in one of Granada Hills' best neighborhoods. RTI plans are ready for issue to replace the current 2, 264 sf single-story home with a stunning 7, 000 sf, 3-story, 5-bedroom, 5 1/2-bathroom contemporary home that includes a basement, elevator, balconies, and stunning poolside ADU.",https://www.realtor.com/realestateandhomes-detail/11542-Encino-Ave_Granada-Hills_CA_91344_M16181-53061,2025-08-21 20:45:59+00:00,,0,ADU,0.1265723709956952,15623.0,360000.0
"Los Angeles County, CA",2985577696,for_sale,446 W 22nd St,San Pedro,CA,90731,33.724499,-118.286853,899900,0,3,2,1606.0,5120.0,1923.0,0,single_family,"Welcome to this beautifully maintained single-family home, offering the perfect blend of comfort, style, and functionality. Featuring 3 spacious bedrooms and 2 full bathrooms. The modern kitchen is equipped with stainless steel appliances, granite countertops, and an electric fireplace making it ideal for both everyday living and entertaining. The inviting living room includes an updated cozy fireplace. The primary bedroom offers two closets with additional living space perfect for relaxing. This home can be used as a single family residence or one of the bedrooms and bathroom has a separate entrance and can be used as ADU or short term rental. For even more practicality, this home also offers a cellar that provides excellent additional storage space, keeping your living areas clutter-free. Nestled in a desirable neighborhood this property is conveniently located near 22nd Street Landing, Cabrillo Beach Bath House, Cabrillo Way Marina, LA Waterfront Sport fishing, the San Pedro Fish Market, the Crusty Crab and many local shops. Ports OCall has been demolished for a planned new development. Making it a perfect investment in a developing city. Harbor cruises, whale watching and sport fishing trips still depart on a regular basis from LA Waterfront Cruises. Whether you're a growing family, looking for your forever home, or looking to invest this property offers everything you need and more!",https://www.realtor.com/realestateandhomes-detail/446-W-22nd-St_San-Pedro_CA_90731_M10242-05840,2025-08-21 20:28:58+00:00,,0,ADU,0.313671875,3514.0,299966.6666666667
"Los Angeles County, CA",2985576764,for_sale,13419 Stanbridge Ave,Bellflower,CA,90706,33.909049,-118.127862,820000,0,3,2,1396.0,6648.0,1950.0,0,single_family,"Move-in ready North Bellflower 3-bedroom, 2-bath home in the top-rated Downey School District. Offering 1, 396 sqft of comfortable living space on a generous 6, 650 sqft lot. This home features a thoughtful layout with two nice sized bedrooms up front and a spacious primary suite with a walk-in closet and attached bath toward the rear of the home. Lovingly maintained by the same owners for over 22 years, this home offers fresh paint, original hardwood floors in the living room and hallway, a spacious kitchen, copper plumbing throughout, double-pane windows, a ductless AC unit, a dedicated laundry room, and an expansive backyard with mature fruit trees. The large backyard provides endless possibilities to build your dream oasis, or the potential to build an ADU (buyer to verify with the city). Conveniently located near shopping, dining, theaters at Downey Landing and the Promenade, just minutes from St. John Bosco, Carpenter Elementary, Thompson Park, and easy access to the 105 & 605 freeways.",https://www.realtor.com/realestateandhomes-detail/13419-Stanbridge-Ave_Bellflower_CA_90706_M27964-64194,2025-08-21 20:07:44+00:00,,0,ADU,0.20998796630565583,5252.0,273333.3333333333
"Los Angeles County, CA",2985576664,for_sale,1271 Pontenova Ave,Hacienda Heights,CA,91745,34.006763,-117.962135,775000,0,3,3,1275.0,4053.0,2024.0,0,single_family,"BRAND NEW 2024 SFR. FROM THE GROUND UP!!! You don't see this type of property in the area. RV parking. The house sits on the lot in a way that you can subdivide and build a similar second home in the back, Please check with planning and mention SB9. It has solar panels already paid for, fire sprinklers, laminate flooring thickness is 5/8 very expensive compare to others of lesser thickness and quality. Shutters throughout the house. Ready to move in. All utilities are in. Brand new refrigerator, stove and microwave included. The 3 bedrooms are upstairs, 2 bathrooms and laundry room. 1 bathroom is downstairs that u can use for the ADU or built a new bathroom all plumbing is already there ready to convert inside the 2 car garage. ADU POTENTIAL at its best. 4 mini splits for energy conservation. MUST SEE TO APPRECIATE! SELLER IS A REAL ESTATE BROKER AND WILLING TO COOPERATE UP TO 2 Percent for Concessions to the buyer and also 3k for landscaping for the backyard.",https://www.realtor.com/realestateandhomes-detail/1271-Pontenova-Ave_Hacienda-Heights_CA_91745_M98033-96639,2025-08-21 20:05:14+00:00,,0,ADU,0.3145817912657291,2778.0,258333.33333333334
"Los Angeles County, CA",2985575941,for_sale,2425 E Wildwood Canyon Dr,Glendora,CA,91741,34.132365,-117.818807,1475000,0,4,3,2783.0,88996.0,1978.0,0,single_family,"A Rare Glendora Hillside Retreat with Breathtaking Views & Endless Potential Nestled on just over 2 acres in the scenic hills of Glendora, this one-of-a-kind property offers a truly rare opportunity to own a private hillside retreat with sweeping views and abundant space. Built in 1978, the main residence exudes nostalgic charm and character, featuring 3 bedrooms, 2 bathrooms, and a spacious wrap-around deck that showcases panoramic views of the Glendora Country Club, the foothills, and even the Los Angeles skyline on a clear day. Inside, the home offers a large living room and a unique sunken bar-both designed to take full advantage of the stunning views through oversized windows. Whether you're relaxing with family or entertaining guests, the layout offers an inviting atmosphere filled with natural light and captivating scenery. Experience the serenity and peacefulness that defines this home. Whether you're sipping your morning coffee or hosting a sunset gathering, the expansive deck is the perfect place to take in the natural beauty and tranquility of your surroundings. Below the main home is a separate unit offering 1 bedroom, a living area, and a full bathroom-ideal for a potential ADU, guest quarters, home office, or creative space. At the bottom of the driveway, you'll find a large, usable grassy area surrounded by mature trees-perfect for outdoor entertaining, gardening, or simply enjoying the peaceful setting. While the home retains its original charm, it also presents an exciting canvas for the next owner to bring their vision to life. With its incredible location, views, and versatile layout, this property is a rare gem in North Glendora. Don't miss the chance to explore all that this unique estate has to offer-come experience the possibilities for yourself.",https://www.realtor.com/realestateandhomes-detail/2425-E-Wildwood-Canyon-Dr_Glendora_CA_91741_M28698-62876,2025-08-21 19:59:40+00:00,,0,ADU,0.03127106836262304,86213.0,368750.0
"Los Angeles County, CA",2985573928,for_sale,1607 Campus Rd,Los Angeles,CA,90041,34.126255,-118.214654,1650000,0,4,3,2282.0,7422.0,1927.0,0,single_family,"EXCEPTIONAL INVESTMENT OPPORTUNITY! Diamond in the rough fixer-upper offering incredible expansion potential and multiple income streams. This unique Campus Road compound combines classic LA character with endless possibilities for the visionary buyer. MAIN HOME: 3BR/2BA charming front residence showcases timeless architectural details awaiting restoration. Good size formal living room and dining room plus eating area next to kitchen. 3 good size bedrooms and 2 bath plus separate room for laundry or to expand the kitchen. ATTACHED UNIT: Features living area, upstairs ensuite bedroom w/ full bath. This versatile space is connected via interior door while also providing an independent exterior access, plus additional room perfect for a 5th bedroom or kitchen and living room. This set up is ideal for college housing, generational living, rental income, or home office suite. FUTURE ADU & JUNIOR ADU: Substantial detached 2-car garage presents outstanding conversion opportunity (subject to city approvals). Could become 3rd & 4th income unit, artist studio, workshop, or guest quarters. OUTDOOR FEATURES: Multiple parking spaces, generous lot size for entertaining/expansion due to the large lot size. Exterior patio with open style kitchen could be re-done for maximum entertainment area of all residents. LOCATION: Prime positioning walking distance to Occidental college offers residential tranquility with easy access to college campus, vibrant cultural/dining scenes. Excellent connectivity while maintaining peaceful neighborhood atmosphere. INVESTMENT HIGHLIGHTS: Multiple income potential: main house + attached unit + future ADU's (ADU+JADU) Flexible living arrangements with connected yet independent spaces Established neighborhood with strong rental demand Expansion ready with ample space and existing structures Owner-user friendly: live in one unit while generating income Rare opportunity for sophisticated investors or owner-occupants to create exceptional compound while building substantial equity through strategic improvements. Strong bones, prime location, limitless potential. SOLD AS-IS. Buyers verify all info and conduct due diligence regarding renovation requirements and ADU conversion feasibility. Solar installed and negotiable.",https://www.realtor.com/realestateandhomes-detail/1607-Campus-Rd_Los-Angeles_CA_90041_M13897-43099,2025-08-21 19:19:14+00:00,,0,ADU,0.30746429533818376,5140.0,412500.0
"Los Angeles County, CA",2985572808,for_sale,1160 S Lucerne Blvd,Los Angeles,CA,90019,34.052201,-118.329272,2199988,0,4,4,2403.0,5995.0,1922.0,0,single_family,"Nestled in highly desired Mid-Wilshire, this modern contemporary compound delivers luxury living at its finest. With an extensively remodeled 3 bedroom, 3 bath main residence and a newly built 1 bedroom, 1 bath ADU - totaling more than 2, 400 sqft - the possibilities are endless. Vaulted ceilings carry through both dwellings, drawing natural light across light oak wood flooring and creating an elegant, airy backdrop for daily living and entertaining. Enter the main residence to an open living area and a whole new world. The designer kitchen anchors the space with sleek European-style flat-panel cabinetry, bespoke porcelain countertops, and a full suite of new smart appliances. The spacious primary suite is a retreat unto itself - offering a walk-in closet and a spa-caliber ensuite finished in microcement, complete with a freestanding soaking tub and dual shower heads. Two additional bedrooms and two thoughtfully appointed baths - each with chic finishes throughout - perfect the home. French doors welcome you to an expansive wraparound deck that guides you to the ADU - a breathtaking space that continues the narrative of refined comfort: vaulted ceilings, wood floors, and a fully equipped kitchen mirroring the main residence with its own unique design. Ideal for extended living, guests, or entertainment, the ADU opens to the shared deck with expansive bi-fold doors for effortless indoor/outdoor flow. Behind the aesthetic, nearly every major (and minor) system is new - including HVAC, electrical, plumbing, and much more - for everyday confidence and long-term peace of mind. Additional highlights include an EV charging hook-up and a finished 1-car garage that functions beautifully as a flexible bonus space (gym, office, or creative studio). Sophisticated, cohesive, and move-in ready, this property is everything you could ask for - and more.",https://www.realtor.com/realestateandhomes-detail/1160-S-Lucerne-Blvd_Los-Angeles_CA_90019_M20065-39937,2025-08-21 18:58:38+00:00,,0,ADU,0.40083402835696413,3592.0,549997.0
"Los Angeles County, CA",2985572492,for_sale,20133 Superior St,Chatsworth,CA,91311,34.246395,-118.572452,1249999,0,4,3,1984.0,7787.0,1958.0,0,single_family,"Welcome to 20133 Superior St, a fully remodeled gem in the heart of Chatsworth, that perfectly blends modern style with comfort and versatility. The beautifully updated main house offers 3 spacious bedrooms and 2 elegant bathrooms, showcasing a bright open-concept layout, new wide-plank flooring, a sleek contemporary kitchen with quartz countertops and stainless steel appliances, and designer finishes throughout. Natural light floods every corner, creating a warm and inviting atmosphere. Adding incredible value, the property includes a newly renovated 1-bedroom, 1-bathroom ADU with a private entranceideal for guests, extended family or a rental. This thoughtfully designed space provides exceptional flexibility for todays lifestyle needs. Located on a quiet residential street, this turnkey home is just minutes from parks, shopping, dining, and major freeways, offering easy access to the best of the San Fernando Valley. Whether you're looking for a multi-generational living setup or a smart investment opportunity, 20133 Superior St checks all the boxes.",https://www.realtor.com/realestateandhomes-detail/20133-Superior-St_Chatsworth_CA_91311_M25023-13440,2025-08-21 18:51:16+00:00,,0,ADU,0.2547836137151663,5803.0,312499.75
"Los Angeles County, CA",2985571425,for_sale,11138 Collett Ave,Granada Hills,CA,91344,34.273148,-118.483297,1700000,0,5,4,3224.0,7627.0,1955.0,0,single_family,"Garage has been converted into an ADU-style living space with its own entrance and private bath.In addition, the main home features three more bedrooms with en-suite bathrooms, including two primary suites. The upstairs primary spans the entire level and enjoys a private exterior entrance, a spacious living area, and sweeping neighborhood views -- an ideal setup for multigenerational living or a private retreat.Behind the gated entry, you'll find secure parking and mature fruit trees -- lime, orange, grapefruit, and lemon. The backyard feels secluded and centers around a sparkling pool, creating a resort-like environment for entertaining or quiet relaxation.Additional highlights include a tankless water heater and a location that connects you quickly to the 118, 405, 210, and 5 freeways, as well as Porter Middle, Danube and Haskell Elementary, and Kennedy High.",https://www.realtor.com/realestateandhomes-detail/11138-Collett-Ave_Granada-Hills_CA_91344_M12148-86925,2025-08-21 18:31:50+00:00,,0,ADU,0.42270879769240854,4403.0,340000.0
"Los Angeles County, CA",2985571049,for_sale,6802 Lewis Ave,Long Beach,CA,90805,33.878379,-118.17992,725000,0,2,1,1105.0,4233.0,1930.0,0,single_family,"Charming Spanish 1930s architecture, corner lot, detached garage with a fully enclosed rear yard. Enter through the heavy wooden front door to enjoy the freshly painted interior complete with recessed lighting, wood flooring and arched accents. The living, dining and kitchen spaces are open to one another - creating a great room experience. Enjoy the open kitchen's granite counters, stainless steel sink and appliances. The south facing windows of the kitchen, dining and living room let in so much natural light that the recessed lighting is really only needed at dusk! .Down the hall, on the north side are two spacious bedrooms with closets plus a walk in closet in the hallway - plenty of storage! Step out the back door to a covered walkway with a gardening area and entrance to the detached garage for easy and protected access to the laundry in the garage. Fully fenced yard. Around the back of the garage experience the fully landscaped oasis! Must see in person to appreciate! Spacious two car detached garage with extra storage space could be a candidate for an ADU in the future - imagine the possibilities! Central HVAC, freshly painted interior and exterior, corner lot - must see!",https://www.realtor.com/realestateandhomes-detail/6802-Lewis-Ave_Long-Beach_CA_90805_M11873-23946,2025-08-21 18:24:03+00:00,,0,ADU,0.26104417670682734,3128.0,362500.0
"Los Angeles County, CA",2985570778,for_sale,3532 S Muirfield Rd,Los Angeles,CA,90016,34.022531,-118.341936,1599000,0,4,3,2324.0,6363.0,1945.0,0,single_family,"Introducing this sleek and modern home in the trendy neighborhood of Crenshaw Manor! Main house (3532 S. Muirfield) offers 3 bedrooms, 2 bathrooms with 1, 811 livable SQFT. New and fully permitted back ADU (3534 S. Muirfield) is a very generous 549 SQFT studio. Together, its a STUNNING 4 bedrooms, 3 baths with 2, 360 total living space! Everything has been completely re-imagined with approved city plans and permits! Exquisite curb appeal with a beautiful custom concrete driveway and a new wooden fence. The entire property has been renovated with newer windows, premium flooring, kitchen cabinets, top-quality quartz countertops, and stainless steel BOSCH appliances! Recessed lighting throughout the entire home with new interior paint inside and out. Newer HVAC in the main house and a mini split system in the ADU. Step outside onto a beautiful and private wood patio deck where you can host all of your special gatherings with a spacious backyard thats lush and very peaceful with custom fencing all around. Close distance to Expo + Crenshaw line makes it easy to get around while youre surrounded by beautiful homes and a wonderful community, making 3532 & 3234 S. Muirfield one of the best valued properties in all of Los Angeles. Back ADU is currently leased by a fantastic tenant, but can be delivered vacant. Schedule your showing today!",https://www.realtor.com/realestateandhomes-detail/3532-S-Muirfield-Rd_Los-Angeles_CA_90016_M10153-77664,2025-08-21 18:15:05+00:00,,0,ADU,0.36523652365236525,4039.0,399750.0
"Los Angeles County, CA",2985569564,for_sale,3727 West Blvd,Los Angeles,CA,90016,34.019223,-118.34154,899000,0,3,2,1280.0,6002.0,1945.0,0,single_family,"Welcome to 3727 West Blvd a charming traditional residence in the heart of Los Angeles vibrant Crenshaw Manor. Set on a wide, tree-lined street, this home features 3 bedrooms, 1.5 bathrooms, and 1, 280 sq. ft. of living space on a generous 6, 000 sq. ft. lot. Inside, the inviting living room with its classic brick fireplace and orginal hardwood floors flows seamlessly into the dining area. The galley kitchen offers ample space and includes a convenient laundry area. Just beyond, youll find a half bathroom and a versatile denideal as a third bedroomwith direct access to the spacious backyard. Two additional bedrooms and a full bathroom complete the thoughtful floor plan. The backyard offers endless potential, with a long driveway and a detached 2-car garageperfect for future ADU conversion. Ideally located, this home places you near USC, Culver City, Downtown LA, Koreatown, and West LA, with easy access to dining, arts, and culture. Local favorites include Highly Likely, Cento Pasta, and Alta Adams, as well as Whole Foods and the shops of Downtown Culver City. With the new Metro Crenshaw (K) Line, youre minutes from LAX and SoFi Stadium, making Crenshaw Manor one of LAs most connected communities. Whether youre looking to restore its timeless charm or reimagine the space entirely, this is a rare opportunity to plant roots in one of Los Angeles most desirable neighborhoods.",https://www.realtor.com/realestateandhomes-detail/3727-West-Blvd_Los-Angeles_CA_90016_M10408-67569,2025-08-21 17:56:23+00:00,,0,ADU,0.21326224591802734,4722.0,299666.6666666667
"Los Angeles County, CA",2985566698,for_sale,1815 S Dunsmuir Ave,Los Angeles,CA,90019,34.042634,-118.356432,1050000,0,2,2,1200.0,5480.0,1941.0,0,single_family,"Tucked away on a quiet cul-de-sac in the desirable Mid-City neighborhood, this property blends classic charm with modern touches. The main home offers 2 spacious bedrooms and 2 bathrooms, a sun-filled formal dining room, and a welcoming living room with a charming bay window and cozy fireplace. The kitchen is outfitted with granite countertops and stainless steel appliances, with a separate laundry room conveniently located just off the kitchen. In addition to the main residence, the property includes a detached bonus art studio with its own bathroom ideal space for creative pursuits, a home office, or guest quarters. At the rear of the lot, a brand-new 500 sq ft ADU (built in 2024) with its own private yard provides an airy open-concept layout with dedicated living, dining, and kitchen areas, offering flexibility for guests, extended family, or rental income. The grassy backyard provides plenty of room for outdoor relaxation and entertaining, with space for a spa or small pool to complete the retreat-like setting. Perfectly situated near shopping, dining, freeways, and public transit, this home presents a unique opportunity for both homeowners and investors alike.",https://www.realtor.com/realestateandhomes-detail/1815-S-Dunsmuir-Ave_Los-Angeles_CA_90019_M15536-09672,2025-08-21 17:01:44+00:00,,0,ADU,0.21897810218978103,4280.0,525000.0
